"latitude","longitude","depth","mag"
35.8328333,-117.6691667,6.07,0.6
35.9161667,-117.685,3.37,0.34
37.7186667,-118.7651667,7.3,0.34
35.6613333,-117.5355,1.05,1.14
35.85,-117.66,5.01,0.51
35.6431667,-117.4471667,10.08,-0.06
36.1333333,-117.8986667,2.2,1.32
37.6561667,-118.8758333,4.53,0.61
37.656,-118.8718333,4.38,0.31
35.5746667,-117.4123333,7.55,1.66
37.6536667,-118.8725,4.93,0.24
38.8245,-122.7653333,2.39,0.28
37.6481667,-118.8821667,4.58,0.6
33.485,-116.7905,5.09,1.7
35.681,-117.5343333,8.72,0.82
35.6661667,-117.536,7.14,0.75
33.693,-117.4403333,4.69,0.29
37.647,-118.8808333,4.78,0.32
35.7783333,-117.5616667,6.83,0.7
35.8875,-117.6568333,2.13,0.86
33.1796667,-116.0145,2.44,1.51
33.458,-116.4603333,1.91,1.05
33.4778333,-116.614,8.55,0.03
35.9106667,-117.7198333,4.25,1.43
35.768,-117.5938333,11.02,1.46
36.5686667,-121.167,6.34,0.81
35.6261667,-117.4753333,5.72,1.03
38.8323326,-122.7526703,0.69,1
36.4718323,-121.0148315,8.37,1.74
35.7896667,-117.6185,9.87,0.95
35.7491667,-117.6426667,6.84,0.63
36.0981667,-117.8576667,2.7,1.2
36.0978333,-117.8575,2.58,2.16
33.6808333,-116.7716667,11.32,0.4
38.8165016,-122.8133316,1.16,0.57
35.8673333,-117.683,11.64,0.58
36.7926674,-121.3533325,3.1,2.19
35.7976667,-117.61,10.85,0.48
35.7965,-117.6293333,9.67,2.34
33.5388333,-116.7183333,2.73,0.54
35.6466667,-117.4703333,4.9,1.46
36.5553322,-121.1481705,8.81,2.29
33.2205,-116.748,12.09,0.61
33.2231667,-116.7355,12.1,0.84
35.0255,-117.7081667,0.26,2.02
38.8156662,-122.8410034,6.71,0.57
37.222,-121.9315,19.2,1.51
38.8373337,-122.7958298,1.26,0.35
35.6803333,-117.5333333,8.92,1.59
36.1053333,-117.8476667,3.95,1.7
38.7681656,-122.7350006,-0.82,0.55
33.9738333,-116.8668333,9.24,0.65
33.5323333,-116.7325,4.21,0.44
35.8883333,-117.6788333,10.89,0.31
35.772,-117.5861667,5.94,1.21
38.7470016,-122.7141647,2.12,1.61
36.8903333,-121.6153333,-0.1,1.44
35.6396667,-117.6041667,9.82,0.87
34.0091667,-116.8616667,17.78,0.88
33.5356667,-116.7205,2.66,0.34
38.7481651,-122.7148361,2.35,2.01
37.4798333,-118.8575,1.59,0.78
36.0991667,-117.8581667,3.34,1.22
33.8835,-117.5005,-0.53,0.82
38.8146667,-122.8218307,2.98,0.56
33.6471667,-116.6988333,13.71,0.43
33.505,-116.4611667,6.27,0.57
32.5875,-117.9223333,28.95,3.35
33.8511667,-117.52,0.56,1.61
34.2875,-117.0118333,5.24,2.35
35.2016667,-118.5508333,8.33,1.67
35.8283333,-117.6685,10.52,0.86
35.8161667,-117.6428333,6.82,0.71
33.5918333,-116.8091667,5.04,0.5
38.7626648,-122.7268295,2.15,0.59
36.108,-117.8535,4.19,0.81
35.8943333,-117.7173333,7.95,0.37
34.132,-116.8411667,4.11,1.3
36.1035,-117.8466667,3.06,1.05
35.6633333,-117.5315,1.32,1.09
35.6635,-117.5316667,1.6,1.25
35.9188333,-117.7326667,6.67,0.79
37.2598333,-121.6395,2.87,1.12
35.6633333,-117.5331667,1.85,1.69
34.0303333,-116.9923333,17.01,1.94
35.6485,-117.4711667,6.06,1.05
37.989666,-122.4465027,1.45,1.32
35.9193333,-117.682,7.42,0.4
38.821167,-122.8438339,1.78,0.57
35.9045,-117.689,1.73,1.27
35.8758333,-117.6985,1.33,0.66
35.6981667,-117.5451667,10.13,0.93
36.0233345,-120.5868301,3.37,0.33
35.8245,-117.6751667,6.77,2.06
35.8265,-117.6673333,7.74,2.99
35.7371667,-117.5668333,7.65,0.79
35.6663333,-117.53,7.97,1.04
33.4993333,-116.79,8.51,0.65
35.6698333,-117.5255,7.57,2.06
35.9061667,-117.7201667,6.31,0.89
33.2223333,-116.7405,10.02,1.5
36.1828333,-120.1581667,5.28,1.87
35.6393333,-117.4438333,2.82,1.85
33.8518333,-117.4991667,0.77,1.75
33.8316667,-117.5108333,2.58,1.13
35.6766667,-117.5293333,6.23,0.95
35.7113333,-117.572,7.05,1.06
35.72,-117.5398333,6.68,1.11
38.0234,-120.3531,0,1.2
39.4641,-120.3468,7.8,0.3
35.9056667,-117.7396667,2.2,1.19
36.1,-117.8696667,2.49,1.38
35.8718333,-117.6591667,9.86,0.68
33.193,-115.5646667,3.36,2.29
36.1283333,-117.8681667,2.53,1.21
38.8308334,-122.8085022,1.8,1.13
35.6215,-117.5961667,7.17,0.74
37.483,-118.8223333,4.83,0.7
35.6998333,-117.6096667,10.88,0.71
35.755,-117.518,7.51,0.87
35.78,-117.5895,7.41,0.79
33.7003333,-116.718,15.78,0.62
35.6386667,-117.47,2.82,2.38
35.7348333,-117.5688333,6.84,0.93
37.1541,-117.9969,0,1.5
34.1163333,-117.3215,10.11,0.92
37.4563333,-118.7341667,2.64,0.94
38.791832,-122.7369995,3.06,1.58
35.8681667,-117.6813333,2.52,0.93
34.1183333,-117.313,9.58,0.85
33.2683333,-116.7308333,6.35,0.21
35.686,-117.5433333,7.42,1.42
35.5835,-117.8921667,8.07,1.12
35.8595,-117.6765,8.08,0.48
35.6095,-117.4243333,5.84,0.71
35.8943333,-117.6956667,2.1,0.59
33.9668333,-116.5725,11.13,0.51
34.1121667,-117.3126667,10.07,0.85
35.6826667,-117.4661667,1.25,0.99
35.8666667,-117.6728333,2.88,0.48
35.8998333,-117.6833333,2.76,0.44
34.1323333,-116.8393333,3.18,1.37
41.8396666666667,-122.3215,12.61,1.25
36.0771667,-117.8763333,3.24,0.95
33.5963333,-116.8043333,5.6,0.13
35.6575,-117.446,2.06,1.2
35.8653333,-117.6795,2.27,0.48
35.6421667,-117.5878333,7.73,1.4
35.685,-117.5463333,7.22,0.7
37.4586667,-118.8655,2.64,0.56
33.4878333,-116.4636667,15.12,0.91
35.7305,-117.5616667,5.68,0.73
38.8378334,-122.8365021,1.45,0.59
35.5903333,-117.413,9.21,0.96
35.65,-117.4561667,2.89,0.82
33.2545,-116.2891667,11.15,0.67
33.4871667,-116.4653333,14.58,0.88
34.1183333,-117.3048333,6.26,0.74
37.9020004,-122.0176697,10.26,1.56
34.1203333,-117.3115,9.98,1
37.545,-118.8586667,6.49,0.31
35.679,-117.558,6.5,0.75
34.119,-117.314,8.99,0.82
36.0588333,-117.495,1.22,0.53
35.755,-117.5543333,6.34,0.66
37.5453333,-121.7816667,5.13,0.64
37.4476662,-118.7503357,1.36,1.39
37.557,-118.8338333,2.92,0.79
35.373,-117.816,2.52,1.24
36.829834,-121.5595016,6.48,2.26
34.1186667,-117.3106667,9.48,0.88
35.8425,-117.6481667,12.72,0.6
33.7725,-116.9315,12,0.72
34.1168333,-117.317,8.85,1.07
35.904,-117.688,2.12,0.5
35.5281667,-117.3741667,7.66,1.62
33.6721667,-116.7735,10.42,1.22
35.6615,-117.548,8.32,0.9
33.4938333,-116.7846667,5.35,0.58
35.6571667,-117.4461667,1.42,1.61
36.4956665,-121.0680008,6.78,1.56
37.6493333,-118.8966667,-1.29,0.25
35.81,-117.625,11.65,0.52
35.8651667,-117.6975,5.37,0.95
37.6146667,-118.8346667,0.6,0.45
35.9105,-117.7403333,7.91,1.28
35.7293333,-117.543,6.62,0.44
35.8726667,-117.6708333,6.7,0.65
35.8685,-117.678,2.69,0.29
35.8711667,-117.6751667,4.53,0.34
38.8153343,-122.8221664,2.48,0.78
36.641,-121.2883333,6.02,0.77
34.1146667,-117.3171667,8.33,0.91
35.7138333,-117.5133333,8.38,2.1
34.1135,-117.3098333,7.46,0.62
35.7153333,-117.5385,3.83,0.77
35.8213333,-117.6538333,9.29,0.91
34.118,-117.3128333,5.19,0.92
34.1151667,-117.3146667,9.21,0.86
35.664,-117.4841667,9.37,0.05
35.5998333,-117.472,9.1,0.52
33.688,-116.7741667,14.91,0.59
35.6583333,-117.457,9.5,0.45
37.4837,-118.077,0,0.7
33.5055,-116.4996667,13.95,0.39
35.7221667,-117.5636667,2.21,0.59
35.6681667,-117.5358333,8.74,0.99
36.581501,-121.1306686,11.1,1.24
37.4535,-118.7426667,3.18,0.93
38.8190002,-122.7928314,3.72,0.78
40.0151,-120.7193,13,0.7
36.1155,-117.9048333,4.3,1.05
35.698,-117.5041667,0.89,0.99
33.4616667,-116.3926667,9.08,1.21
35.6956667,-117.5248333,8.66,0.53
34.0195,-116.7531667,19.96,0.67
39.5228,-120.3579,0,0.3
35.9528333,-117.7285,9.06,0.73
35.795,-117.623,12.39,0.25
34.1163333,-117.313,8.3,0.78
35.6595,-117.4903333,4.14,0.9
40.2496681,-121.1876678,-0.74,1.86
33.3181667,-116.305,10.25,0.82
35.881,-117.6871667,2.6,0.71
36.6201668,-121.2835007,5.72,1.2
34.0198333,-118.5233333,12.24,1.37
36.638,-121.2773333,6.75,0.76
33.4941667,-116.7878333,4.45,1.19
33.5928333,-116.8075,4.78,0.5
38.8023338,-122.7813339,4.44,0.24
35.6718333,-117.5603333,5.69,1.08
38.8193321,-122.8420029,2.26,0.58
33.4981667,-116.7881667,5.53,0.4
36.5106659,-121.0889969,8.02,1.14
36.1198333,-120.2528333,9.51,1.51
35.8573333,-117.6941667,4.01,-0.24
35.5796667,-117.5265,9.45,-0.23
35.8951667,-117.6903333,2.71,0.5
37.5555,-118.8325,3.59,0.78
35.816,-117.6488333,3.68,1.21
36.101,-117.8571667,3.13,0.95
33.0063333,-116.3556667,11.75,0.6
35.3488333,-117.8205,6.29,1.43
33.7206667,-116.8005,18.74,0.9
38.011,-122.214,9.37,0.81
35.8083333,-117.6221667,6.37,0.56
35.5345,-117.4678333,8.93,2.19
34.0096667,-117.1841667,15.65,0.88
38.8235016,-122.8089981,2.82,0.88
35.7368333,-117.533,6.35,0.97
35.8843333,-117.6911667,4.28,1.22
35.8795,-117.6891667,3.86,2.92
38.8209991,-122.841835,1.87,0.57
35.7723333,-117.6201667,10.65,0.74
33.6045,-116.807,5.16,0.57
35.059,-118.3358333,-1.01,1.38
35.8875,-117.7223333,6.38,1.5
35.697,-117.5146667,4.95,1.27
35.9118333,-117.6591667,1.76,0.6
35.6761667,-117.4738333,2.22,1.21
38.8328333,-122.7921667,1.89,0.97
34.0675,-117.4891667,3.77,1.01
35.8876667,-117.7193333,8.2,0.77
35.7663333,-117.5761667,6.53,1.05
37.0941658,-118.8048325,2.67,1.87
33.7666667,-116.9258333,12.6,1.1
33.2233333,-116.7371667,11.07,1.54
33.5948333,-116.8065,5.03,1.7
36.2406654,-120.2754974,0.72,2.12
35.7403333,-117.5571667,6.59,1.13
37.4783333,-118.818,1.61,1.11
32.665,-115.5801667,5.79,1.72
35.7533333,-117.5576667,10.26,0.98
35.922,-117.6633333,2.2,1.29
35.8485,-117.68,4.2,1.6
33.4855,-116.4415,7.6,0.88
35.8788333,-117.7175,4.85,0.73
36.6220016,-121.2746658,6.76,1.63
35.7718333,-117.5901667,6.35,1.07
35.7956667,-117.6198333,6.61,1.11
33.4801667,-116.4678333,10.73,0.48
35.6798333,-117.512,6.99,1.84
36.6221657,-121.2836685,5.82,1.37
36.2355003,-120.8095016,6.56,2.04
36.6441667,-121.2618333,6.39,2.98
35.9568329,-120.5051651,10.7,1.72
36.1046667,-117.8543333,3.96,0.93
36.1181667,-117.8801667,5.6,1.56
35.657,-117.4711667,4.64,1.02
37.6691667,-118.9436667,-0.78,0.36
38.796,-122.7331667,1.88,0.75
37.6389999,-118.9261703,5.06,0.85
37.6411667,-118.9276667,5.83,0.37
35.6121667,-117.4205,6.33,0.92
35.6083333,-117.4745,9.78,2.22
37.6223333,-118.8453333,2.34,0.36
33.671,-116.9415,4.22,0.51
35.7548333,-117.5803333,3.61,1.13
38.37,-119.3026,6.7,0.5
35.9985008,-120.5654984,2.21,1.32
35.669,-117.4998333,2.31,2.06
35.6071667,-117.4205,5.64,0.97
37.622,-118.843,2.73,0.27
36.0025,-119.874,11.24,1.84
33.3331667,-116.401,6.47,0.64
35.7801667,-117.588,11.19,1.2
35.7808333,-117.6015,3.94,0.98
33.382,-116.8715,8.83,0.4
35.9096667,-117.7455,7.91,0.84
35.9753333,-117.5843333,0.88,1.19
36.097,-117.8701667,3.76,1.19
36.0561667,-117.4591667,0.41,1.37
34.7783333,-118.9475,14.12,1.16
35.7988333,-117.6216667,6.86,0.8
35.7776667,-117.5966667,6.29,0.87
34.1191667,-118.497,7.28,1.04
36.0568333,-117.4583333,-0.13,1.53
37.1985,-117.6952,4.1,0.4
35.6635,-117.5713333,5.81,0.74
37.5478333,-118.8666667,6.9,0.52
37.6433333,-118.896,-1.58,0.48
35.9646667,-117.4451667,8.09,0.95
35.814,-117.645,6.36,0.93
35.6825,-117.558,7.7,0.78
33.492,-116.4516667,13.14,0.74
36.0816667,-117.637,2.47,0.86
35.6796667,-117.5288333,5.3,0.78
35.8543333,-117.6703333,5.04,0.85
35.6055,-117.477,6.13,0.85
36.0498333,-117.882,2.31,1.24
37.034,-117.9485,0,0.6
34.0353333,-116.1576667,10.53,0.97
35.624,-117.4708333,9.51,0.87
35.8226667,-117.6358333,11.25,0.78
35.8633333,-117.6831667,4.8,0.62
36.5135002,-121.1011658,3.58,1.29
35.7731667,-117.579,7.15,1.23
35.6615,-117.4285,6.63,0.96
35.7383333,-117.5843333,3.94,1.22
37.6841667,-118.8096667,0.77,0.51
35.9145,-117.7433333,3.73,1.33
35.7148333,-117.5398333,1.09,1.11
35.641,-117.4685,7.05,0.61
34.0325,-117.2688333,18.12,0.9
35.8225,-117.6558333,6.97,0.92
34.145,-117.5475,12.92,2.01
37.56,-118.838,-0.5,0.57
33.7203333,-116.7556667,17.31,0.9
35.9578333,-117.526,2.82,1.03
35.7033333,-117.5166667,4.54,1.1
33.6018333,-116.8136667,3.77,0.56
35.8855,-117.709,0.12,0.85
35.5853333,-117.363,2.54,1.52
35.8645,-117.6763333,6.18,1.1
36.1948333,-117.9343333,2.52,1.49
35.9448333,-117.4856667,0.36,1.18
40.3544998,-124.3960037,14.73,1.65
35.841,-117.7008333,4.78,0.94
33.5945,-116.804,4.86,0.58
35.6766667,-117.5318333,4.61,1.93
35.9248333,-117.6676667,1.78,0.73
38.0153333,-118.9015,2.68,1.6
35.9576667,-117.3673333,1.85,1.01
37.6778333,-122.5085,12.3,1.48
35.8181667,-117.6461667,4.56,0.76
34.2858333,-116.388,7.73,2.2
39.545,-122.9708333,10.74,2.92
33.6533333,-116.7206667,13.86,0.63
35.6741667,-117.5106667,8.06,1.14
33.7081667,-116.7638333,15.77,1.86
34.0556667,-117.2516667,16.53,0.77
35.6746667,-117.4826667,2.05,1.04
35.7341667,-117.5325,1.69,0.95
35.8623333,-117.6725,25.58,0.9
35.6486667,-117.4595,5.63,1.13
35.828167,-120.3843307,6.18,0.84
35.8473333,-117.6686667,4.64,0.8
35.8538333,-117.695,5.2,1.64
37.5988333,-118.9191667,1.81,0.43
36.0541667,-117.7551667,1.7,1.11
35.973835,-120.5246658,3.03,0.42
35.9725,-120.5326667,4.46,2.74
34.0973333,-117.007,5.43,1.57
35.7519989,-120.3105011,8.83,1.42
35.0783333,-119.0355,19.81,1.88
38.8571667,-122.8005,1.4,0.94
33.4411667,-116.8966667,6.23,1.94
35.6933333,-117.616,6.26,0.92
35.6793333,-117.5536667,8.29,1.04
33.3785,-116.3945,7,0.83
35.6073333,-117.595,4.19,1.47
36.0516667,-117.5023333,0.98,1.23
37.6290016,-118.8886642,5.96,1.35
37.6301651,-118.8871689,6.05,1.28
33.3356667,-116.4103333,6.42,0.73
37.6316667,-118.8923333,5.66,0.33
37.6293333,-118.8956667,4.73,0.31
35.679,-117.5476667,7.19,1.07
35.9131667,-117.7316667,8.78,0.76
35.5283333,-117.4261667,3.11,1.3
35.6751667,-117.477,2.61,1.12
35.6983333,-117.6043333,8.04,0.97
35.8221667,-117.6451667,8.65,0.51
33.8695,-116.1983333,8.65,0.96
36.1965,-117.9368333,4.23,1.39
36.1915,-117.9415,3.14,1.57
36.1935,-117.9366667,4.51,1.17
35.6465,-117.576,6.33,1.36
36.137,-117.8556667,3.17,1.43
36.0506668,-120.6538315,5.03,1.23
33.317,-116.2783333,7.67,0.6
35.6506667,-117.4975,9.08,1.02
35.7525,-117.5791667,7.24,1.73
37.0729,-117.9374,8.4,1.4
33.1975,-115.6063333,1.13,1.29
36.1941667,-117.9363333,3.86,1.38
35.8921667,-117.7178333,7.58,0.82
33.707,-118.2326667,10.25,1.54
33.1981667,-115.6098333,1.55,1.7
33.9235,-116.3145,8.7,0.6
33.1951667,-115.609,2.48,2.1
35.6831667,-117.5478333,4.32,0.77
38.8183327,-122.802002,3.65,2.22
35.8293333,-117.6626667,5.7,0.84
35.9078333,-117.7198333,6.59,0.52
35.8181667,-117.6466667,6.16,0.42
34.0433333,-117.1973333,12.25,0.79
36.0828333,-117.8501667,3.23,0.78
35.9103333,-117.7363333,7.65,1.91
35.9141667,-117.7595,-0.04,2.36
35.9066658,-117.7324982,9.58,0.96
35.9038333,-117.6671667,2.11,1.5
35.8656667,-117.6451667,13.63,0.49
35.8983333,-117.7355,9.38,0.62
38.7781677,-122.7796631,3.56,1.95
35.6946667,-117.6065,7.98,0.92
37.5756667,-118.8746667,-0.59,0.59
35.1165,-118.2741667,4.35,1.37
35.6188333,-117.4688333,9.58,0.96
35.647,-117.445,8.15,0.88
33.5328333,-116.7228333,4.16,0.23
35.7716667,-117.5943333,6.73,0.88
35.7276667,-117.5428333,7.59,1.49
33.9768333,-116.7651667,13.37,0.84
35.8486667,-117.6805,2.39,0.96
37.6221667,-118.8405,1.95,0.16
35.8063333,-117.6261667,5.42,0.76
35.8326667,-117.6603333,6.77,0.65
37.6450005,-118.9369965,5.82,0.86
33.2241667,-116.7403333,10.56,0.9
35.6236667,-117.4303333,4.19,1.83
37.7285004,-122.1358337,3.28,2.25
35.8651667,-117.686,7.08,0.88
35.6876667,-117.5096667,0.81,1.02
35.9770012,-120.5311661,3.58,1.81
35.8686667,-117.7115,7.91,1.56
34.0173333,-117.2281667,16.24,1.75
33.0271667,-116.4043333,8.82,1.82
35.8628333,-117.6945,4.3,0.93
35.6611671,-121.0616684,6.46,2.2
37.6313333,-118.8333333,0.32,0.76
33.6945,-116.7121667,16.92,0.56
35.7945,-117.611,2.75,1.38
35.7926667,-117.6175,3.73,0.88
35.7873333,-117.6106667,3.97,2.85
35.7905,-117.6045,0.76,1.49
36.0595,-117.8506667,2.14,1.24
35.7053333,-117.5586667,8.11,1.65
35.6836667,-117.5598333,6.57,1.24
35.6331667,-117.477,4.19,0.96
35.6038333,-117.4821667,9.65,1.02
35.6966667,-117.5008333,4.07,0.3
35.6451667,-117.5545,8.07,0.84
35.6396667,-117.4705,3.05,1.53
36.0325,-118.0178333,5.76,0.88
36.0986667,-117.848,2.67,1.3
35.8741667,-117.6951667,2.42,0.87
35.6153333,-117.5948333,6.03,1.07
34.126,-117.478,6.85,1.13
35.6588333,-117.4758333,8.65,0.98
35.8755,-117.7063333,9.83,1.04
36.6521667,-121.3173333,8.01,0.86
35.7118333,-117.5151667,7.13,0.96
35.668,-117.4868333,5.78,0.8
36.1041667,-117.851,2.2,1.03
35.863,-117.6925,2.91,0.88
35.8598333,-117.6913333,5.38,0.22
36.472168,-121.0684967,19.92,1.87
35.9128333,-117.7346667,5.15,0.72
35.9643333,-117.3368333,5.09,1.21
35.6556667,-117.4921667,8.65,2.2
35.6383333,-117.4761667,10.79,1.02
35.7286667,-117.5508333,6.1,0.62
35.902,-117.7216667,2.56,1.39
37.1168333,-121.5225,6,2.7
35.8831667,-117.691,4.17,0.91
38.0438333,-121.903,16.73,2.06
35.7823333,-117.5816667,6.14,0.91
35.924,-117.6735,2.02,1.88
35.0023333,-118.4978333,10.7,1.22
36.0953333,-117.8551667,2.28,1.1
36.0983333,-117.8558333,3.51,1.04
34.017,-118.3858333,10.65,1.12
35.4686667,-119.3278333,25.85,2.63
37.6035,-118.9228333,1.86,0.36
36.1003333,-117.8508333,2.95,1.45
33.4048333,-116.4235,11.95,0.66
37.602,-118.9205,1.93,1.01
35.6098333,-117.4505,7.12,1.09
37.6016667,-118.9201667,1.75,0.38
35.9013333,-117.7226667,4.59,0.72
39.154,-123.5985,5.41,2
35.8995,-117.7285,2.52,1.26
35.6701667,-117.4901667,4.42,0.88
35.765,-117.5871667,7.31,1.25
37.5876667,-119.009,1.31,0.28
33.9971667,-117.189,13.39,0.73
35.9195,-117.6761667,1.12,1.62
33.415,-116.7921667,11.9,0.34
35.9576667,-117.3645,2.2,1.05
37.6316667,-118.888,3.04,0.35
34.021,-116.7393333,4.07,0.81
39.1526667,-123.1783333,3.53,2.09
33.0265,-116.3946667,4.89,0.76
33.5853333,-116.8061667,4.93,0.71
33.1106667,-116.432,10.53,1.06
35.742,-117.5661667,7.2,1.14
36.9876,-117.5294,11,0.3
36.634,-121.2488333,10.05,1.69
35.6203333,-117.5025,9.66,0.92
35.8373333,-117.6773333,10.11,0.7
34.4155,-116.4696667,4.59,1.15
35.6496667,-117.4603333,2.3,1.02
35.8436667,-117.6948333,6.36,0.81
35.9903333,-117.4436667,1.06,0.97
38.8103333,-122.7773361,3.24,1.68
37.6036682,-118.9195023,1.9,1.45
37.6358333,-118.8815,-0.08,0.84
35.8688333,-119.8105,2.15,2.56
35.6438333,-117.584,8.69,0.79
33.5843333,-116.8073333,4.9,0.64
35.6915,-117.5443333,9.43,0.81
35.6093333,-117.5398333,2.98,0.84
35.8008333,-121.5305,7.21,2.15
35.7708333,-117.5861667,9.07,0.97
35.5991667,-117.411,8.22,1.26
35.7653333,-117.5815,9.54,1.16
34.0103333,-117.215,15.79,0.87
37.6018333,-118.9201667,1.9,1.52
35.6628333,-117.5321667,1.57,0.82
33.6701667,-116.7718333,14.12,0.61
35.693,-117.4661667,1.86,1
35.6956667,-117.5555,5.47,1.38
36.0931667,-117.8573333,2.75,1
35.7346667,-117.5926667,3.2,1.26
36.0538333,-120.8706667,4.93,0.5
35.714,-117.5596667,8.69,0.68
35.7515,-117.5716667,6.53,1.28
35.6973333,-117.6106667,6.36,1.45
35.7155,-117.4948333,1.03,0.76
35.6358333,-117.6116667,7.76,0.97
33.5198333,-116.5263333,2.21,0.67
33.145,-116.6433333,4.68,0.73
35.6906667,-117.6043333,3.55,1.58
33.4953333,-116.7915,5.06,0.18
33.5856667,-116.8106667,4.82,0.23
33.1433333,-116.4736667,11.97,0.86
33.9791667,-116.7301667,17.81,1.14
35.6563333,-117.4565,3.85,1.68
35.6561667,-117.4556667,2.71,1.58
40.2823333,-124.3091667,20.06,2.1
35.7666667,-117.6001667,6.86,1.37
40.2808333,-124.3091667,19.73,3.07
36.0453333,-117.5136667,1.26,1.6
35.6396667,-117.555,7.07,2.07
35.7671667,-117.606,10.06,1.39
33.5821667,-116.8091667,4.75,1.04
35.6975,-117.4591667,1.44,0.69
33.3886667,-116.8686667,7.6,0.42
35.811,-117.6355,6.13,0.78
35.8113333,-117.63,5.76,0.88
37.6768333,-118.8883333,1.3,0.28
33.492,-116.7881667,5.96,1.25
35.6338333,-117.4846667,2.85,0.98
33.6825,-116.7678333,16.47,0.38
40.2575,-123.8531667,30.95,2.87
37.6505,-118.8486667,5.27,1.05
37.6513333,-118.8475,5.2,1.02
37.666,-118.884,1.68,0.37
35.6091667,-117.5938333,5.24,1.49
35.6071667,-117.5901667,6.1,0.84
35.609,-117.5933333,5.29,0.76
35.614,-117.446,4.83,0.9
33.5485,-118.3141667,10.68,3.22
34.0305,-117.22,14.67,0.9
34.0306667,-117.2225,15.35,0.6
36.6311667,-121.2543333,9.54,1.66
33.714,-117.1631667,-0.54,0.72
35.9251667,-117.7251667,8.84,1.47
35.8491667,-117.6661667,10.36,0.6
35.9223333,-117.7221667,9.83,0.7
37.5951667,-118.8441667,1.87,0.51
35.8618333,-117.6995,2.8,1.09
35.9126667,-117.7445,3.67,0.88
36.2726667,-120.2931667,6.17,2.34
36.2610016,-120.2990036,-0.53,2.37
33.4416667,-116.6055,6.57,0.54
36.0971667,-117.8626667,3.56,1.04
33.5385,-116.5516667,13.63,1.01
33.5531667,-116.5796667,16.86,0.45
36.1005,-117.8478333,3.95,0.9
36.293,-120.8698333,5.89,1.4
35.9928333,-117.4188333,8.18,0.73
33.7116667,-117.3355,-0.5,1.09
37.323,-122.1036667,-0.33,1.28
35.8966667,-117.7323333,6.22,0.81
35.616,-117.3936667,2.82,1.25
36.1005,-117.8543333,3.51,1.35
33.54,-116.7161667,2.57,0.7
33.4391667,-116.6056667,5.89,0.4
35.7215,-117.5753333,11.12,1.41
35.6941667,-117.6098333,7.3,2.23
37.6043333,-118.9205,1.83,0.32
34.3443333,-116.4656667,10.52,1.15
38.2941,-119.5188,10.3,0.8
36.1021667,-117.8505,3.16,1.26
40.4048333,-124.678,21.28,2.82
35.9221667,-117.6708333,1.9,0.91
35.8341667,-117.6463333,4.91,0.53
35.6823333,-117.4668333,1.22,1.67
35.6191667,-117.4061667,3.21,1.5
33.922,-117.879,6.8,1.14
35.9228333,-117.6693333,1.68,1.1
34.8071667,-118.9193333,14.69,1.31
32.954,-116.285,9.98,1.01
33.8371667,-117.4998333,1.88,1.56
33.2086667,-115.9628333,8.63,2.27
36.6918333,-121.3153333,1.1,2.48
35.9985,-117.5766667,1.47,0.98
35.7226667,-117.5603333,10.78,0.99
36.1023333,-117.8638333,4.39,0.86
35.9005,-118.3293333,0.09,1.11
39.1546667,-123.5975,5.98,1.94
35.7943333,-117.6053333,6.43,0.85
33.1395,-116.4955,10.38,0.79
36.1088333,-117.852,3.84,1.5
35.683,-117.5473333,7.36,1.1
35.6201667,-117.5838333,6.98,1.36
36.2586667,-117.891,0.81,1.55
33.9338333,-116.8055,19.76,0.68
40.202,-121.1293333,4.23,2.35
36.0946667,-117.8573333,2.28,1.13
36.0986667,-117.8598333,2.55,2.2
35.7616667,-117.585,6.52,0.77
35.9053333,-117.7371667,10.8,0.22
35.9075,-117.7338333,10.64,0.68
35.9005,-117.7396667,8.83,0.87
35.9011667,-117.7428333,8.41,0.91
35.68,-117.4756667,3.44,0.78
35.7845,-117.584,11.33,0.77
34.1651667,-117.4318333,9.75,0.91
34.2625,-118.8876667,19.79,1.16
33.4866667,-116.4076667,12.15,0.53
33.578,-116.5866667,13.6,0.51
33.2601667,-115.9586667,6.35,1.04
33.2526667,-115.9606667,5.15,1.32
37.6075,-118.8886667,6.63,0.28
33.9246667,-117.878,7.3,0.82
37.6345,-118.8895,5.51,-0.08
33.3245,-116.389,9.48,0.62
33.9251667,-117.1585,12.39,1
36.7435,-121.3641667,8.03,0.76
37.6385,-119.0471667,-0.79,0.35
33.2451667,-116.401,4.27,1.36
34.159,-117.0448333,8.13,0.84
36.7588333,-121.3533333,6.29,2.38
35.6151667,-117.5905,6.27,0.67
32.8726667,-115.9538333,6.06,1.68
33.5893333,-116.612,13.15,1.07
35.6928333,-117.5585,9.74,1
36.1536667,-117.9711667,2.48,1.36
36.4411667,-121.0123333,-0.52,1.37
39.3506667,-123.2353333,7.57,1.21
35.8935,-117.7345,9.83,0.49
35.8558333,-117.6955,4.73,0.39
35.8423333,-117.6841667,4.64,0.89
35.6918333,-117.5243333,9.39,1.77
33.555,-116.84,-0.1,0.18
35.673,-117.484,4.07,1.11
35.6043333,-117.4121667,1.11,1.64
35.6498333,-117.4495,10.01,0.64
36.1058333,-117.856,2.87,3.31
37.5725,-118.8405,8.62,0.33
35.6136667,-117.488,5.99,0.89
34.0333333,-117.1281667,7.81,1.01
35.7103333,-117.5656667,7.83,1.45
38.3459,-118.9021,0,1
