"latitude","longitude","depth","mag"
35.63,-117.475,8.95,0.8
36.6993333,-121.5641667,7.77,1.15
33.2626667,-115.9588333,1.58,1.59
35.63,-117.5986667,7.54,0.74
37.6351667,-118.9001667,7.07,0.24
35.6126667,-117.4848333,6.41,1.1
37.6438333,-118.949,3.42,0.09
35.696,-117.6035,9.65,1.34
37.645668,-118.965332,2.04,0.67
37.6398333,-118.942,3.84,0.2
37.6464996,-118.9501648,3.81,1.18
37.6431656,-118.9418335,4.49,1.41
37.6438332,-118.94133,4.73,1.62
35.8618333,-117.7093333,5.59,0.33
35.7158333,-117.5663333,6.91,0.91
35.6723333,-117.4736667,6.4,1
37.5716667,-118.8401667,8.95,0.27
38.7653333,-122.7118333,1.65,1.1
35.6441667,-117.5845,7.06,1.49
35.8651667,-117.706,6.8,0.76
32.7463333,-115.4545,10.42,1.34
36.0921667,-117.8721667,3.59,1.3
35.9403333,-117.693,3.38,0.18
35.8281667,-117.6393333,10.69,0.4
35.6233333,-117.4295,4.69,2.1
35.8786667,-117.6965,8.49,0.69
38.8195,-122.804,3.36,1.6
35.8676667,-117.6838333,7.95,0.31
37.4103333,-118.448,9.24,2.84
35.6965,-117.6116667,7.73,1.06
35.9051667,-117.724,4.55,0.75
35.8238333,-117.6566667,5.56,1.23
35.887,-117.6828333,2.12,1.35
40.747,-122.305,-0.83,1.7
36.024,-117.5545,2.61,0.43
37.6321667,-118.8883333,2.67,0.3
35.6125,-117.4828333,6.18,1.67
35.1115,-118.1758333,10.17,0.73
35.772,-117.602,3.4,1.39
33.578,-116.8095,2.77,0.4
34.4326667,-119.3038333,8.07,1.35
36.2571667,-118.0273333,-0.75,1.61
40.437,-121.2778333,1.5,1.34
35.8285,-117.6551667,4.01,1.62
40.2535,-121.3378333,1.98,1.4
33.6868333,-116.783,15.73,0.56
33.6808333,-116.7886667,16.63,0.7
33.6833333,-116.787,16.97,0.77
38.767,-122.953,6.86,0.85
33.6016667,-116.8046667,5.24,0.41
34.5298333,-116.2431667,2.49,1.76
35.9053333,-117.7,5.03,0.92
37.8196667,-122.0221667,8.16,1.11
33.9685,-116.8138333,17.02,0.79
35.874,-117.6435,1.88,1.07
36.0386667,-120.6088333,4.52,0.5
35.7185,-117.5511667,7.54,1.35
35.8823333,-117.6716667,3.84,0.33
35.5588333,-117.4386667,4.06,1.01
33.766,-117.1046667,-0.63,0.95
35.9003333,-117.7286667,-0.02,0.44
34.3435,-116.8578333,-1.41,1.25
35.8778333,-117.7046667,3.26,1.59
35.1653333,-118.6261667,7.7,0.66
40.3783333,-121.311,-0.15,0.81
35.6991667,-117.6048333,9.35,1.05
36.0063333,-117.5083333,2.74,0.88
35.6838333,-117.578,10.95,0.97
35.9153333,-117.67,3.15,0.35
35.6115,-117.5978333,4.27,0.47
34.3408333,-116.8848333,-1.41,1.2
35.9588333,-117.3436667,3.37,0.95
35.7406667,-117.5596667,9.49,0.82
36.5883333,-121.182,3.02,2.06
35.7548333,-117.5741667,6.86,0.53
33.5925,-116.8035,5.28,0.56
36.0241667,-120.5851667,3.29,0.47
40.4325,-121.2806667,5.92,1.73
36.0576667,-120.6776667,4.33,0.45
33.5828333,-116.8086667,4.64,0.72
35.6748333,-117.469,10.04,1.67
37.4955,-118.8423333,5.5,1.49
35.6986667,-117.6053333,7.12,1.75
35.6973333,-117.6055,7.38,2.01
33.6451667,-116.7045,14.59,0.36
35.6421667,-117.5036667,5.46,2.09
37.6213333,-118.8511667,0.95,0.25
35.6765,-117.484,2.09,1.04
35.7938333,-117.6363333,10.27,1.03
37.6035,-118.912,0.75,0.08
35.8778333,-117.6788333,4.22,0.65
33.5896667,-116.806,4.98,0.17
35.7,-117.5553333,8.56,1.27
34.387,-118.6361667,7.68,0.97
35.6923333,-117.6111667,6.89,2.73
35.7183333,-117.6845,10.41,0.84
35.9516667,-117.4988333,0.1,2.03
35.6946667,-117.6055,8.96,1.17
35.5583333,-117.4343333,4.78,3.13
35.3655,-118.0796667,0.13,1.19
35.933,-117.6806667,1.98,1.36
35.6935,-117.6095,7.27,1.47
37.5651667,-119.0035,0.65,0.31
35.6973333,-117.6071667,7.32,1.09
35.6938333,-117.6135,7.41,1.62
33.2366667,-116.7676667,13.56,0.41
35.6966667,-117.6116667,8.17,3.79
33.5993333,-116.8055,4.61,0.17
35.9098333,-117.7351667,8.58,0.93
33.5135,-116.4525,7.12,0.61
36.5721667,-121.199,5.47,0.88
36.5798333,-121.1803333,6.73,1.22
39.1538333,-123.6056667,4.79,1.27
33.5086667,-116.479,6.88,0.38
36.1371667,-117.8946667,0.44,1.29
41.3456667,-121.8575,10.28,0.88
40.7715,-122.17,14.35,1.86
35.8751667,-117.6901667,2.23,1.34
33.522,-116.7306667,4.94,0.35
38.809,-122.8121667,1.25,0.98
35.8333333,-117.6551667,7.65,0.73
33.6468333,-116.703,13.46,0.58
36.0561667,-117.8765,1.95,0.8
35.7151667,-117.4978333,0.77,0.44
36.0573333,-117.8795,3.05,0.61
36.0203333,-117.7743333,2.19,1.09
37.656,-118.9116667,1.65,-0.02
37.601,-118.8156667,2.65,-0.21
36.011,-117.8576667,3.6,0.74
35.6318333,-117.5853333,7.31,1.26
35.7043333,-117.5048333,9.27,2.2
33.4776667,-116.6111667,7.65,0.56
36.1265,-117.8931667,4.23,1.08
37.3676667,-121.7256667,8.57,1.04
38.9773333,-123.0325,5.8,1.24
34.0108333,-116.6601667,11.69,0.68
33.9295,-117.8776667,8.19,1.14
35.7658333,-117.594,9.13,2.36
33.93,-117.8741667,9.29,3.04
35.781,-117.6046667,8.21,1
33.1118333,-115.5913333,9.42,1.59
35.6423333,-117.466,2.56,2.5
39.985,-122.646,10.54,1.9
37.502,-118.8503333,3.95,0.32
35.6,-117.4721667,7.91,1.38
35.643,-117.5116667,3.58,0.68
36.0525,-117.8521667,2.2,1.39
33.5201667,-116.5343333,11.88,1.46
33.521,-116.5328333,12.22,1.24
35.9616667,-117.4896667,0.64,1.01
33.5816667,-116.808,4.79,0.76
38.775,-122.7431667,1.86,0.96
35.9563333,-117.4951667,0.65,2.15
35.6426667,-117.4491667,6.55,2.42
35.892,-117.6946667,8.71,1.11
35.867,-117.6643333,5.84,0.78
33.1055,-115.5965,9.66,2.14
37.489,-118.8516667,4.64,0.57
35.6561667,-117.5421667,2.22,0.86
40.4631667,-121.5093333,3.46,-0.21
33.5891667,-116.803,5.04,0.48
35.8116667,-117.6526667,6.23,1.01
40.1461667,-123.8436667,22.36,2.04
36.1293333,-117.897,2.59,0.96
40.1528333,-123.8186667,24.33,1.51
35.9155,-117.7043333,8.09,1.27
35.9176667,-117.7023333,10.88,0.79
35.964,-117.3836667,1.96,1.34
36.087,-117.8668333,3.02,1.13
36.098,-117.8616667,3.68,0.3
35.654,-117.4916667,10.35,0.69
35.6738333,-117.4831667,6.3,1.01
40.3516667,-121.5306667,10.12,0.48
35.5983333,-117.4765,4.69,0.97
35.8901667,-117.7241667,7.73,0.33
35.674,-117.5243333,6.33,1.21
35.642,-117.4455,6.33,1.92
33.7311667,-115.946,1.31,1.15
35.8743333,-117.7076667,6.21,0.89
37.6763333,-118.9206667,2.54,0.25
37.6708333,-118.9153333,1.56,0.23
36.108,-117.8578333,5.05,0.82
35.8803333,-117.6893333,3.51,0.95
38.4528,-119.473,8,0.9
35.9346667,-117.6803333,4.67,-0.01
36.1066667,-117.8515,3.82,0.59
33.3301667,-116.4051667,7.95,0.61
33.3241667,-116.4063333,9.49,1.07
35.985,-117.8223333,4.3,0.87
35.9045,-117.708,2.7,0.65
35.681,-117.539,8.76,1.07
33.958,-116.6718333,14.58,1.21
41.2876667,-121.8316667,10.43,0.7
35.62,-117.48,9.51,0.78
36.0316667,-117.78,2.36,0.32
33.4898333,-116.8048333,5.99,0.88
33.5918333,-116.8036667,4.87,0.57
35.7635,-117.5821667,7.06,1.33
36.075,-117.866,2.38,0.9
36.0493333,-117.8503333,2.71,1.07
35.8203333,-117.6525,6.06,0.55
40.7425,-122.2743333,3.01,1.71
40.144,-123.844,22.38,3.17
34.3418333,-116.8506667,-1.41,1.44
35.6635,-117.4845,7.88,0.83
39.1518333,-123.6025,4.24,1.22
35.5113333,-120.8083333,5.69,1.8
36.07,-117.8475,4.27,0.64
35.8263333,-117.6573333,4.65,0.64
35.8793333,-117.6683333,8.09,0.59
35.5625,-120.8116667,6.85,0.83
39.1591667,-123.6303333,8.84,1.06
35.4245,-117.753,7.65,2.08
33.7025,-116.8098333,15.62,1.04
35.7338333,-117.5643333,6.9,1.41
35.8615,-117.6805,6.27,0.8
36.0461667,-120.6108333,8.09,0.57
36.3806667,-117.9373333,0.31,1.55
35.8818333,-117.69,2.41,1.24
35.6666667,-117.543,7.83,0.88
36.0423333,-120.6143333,7.41,0.37
35.6988333,-117.5335,10.12,1.44
35.7858333,-117.6386667,9.77,2.42
33.5361667,-116.593,10.28,1.29
35.8693333,-117.6665,10.59,0.25
38.7936667,-122.4061667,9.83,1.39
36.0555,-117.8781667,2.25,0.91
33.8246667,-117.6536667,8.44,0.69
35.6036667,-117.483,6.13,1.21
36.0545,-117.8788333,2.3,1.04
36.0751667,-117.8643333,2.2,0.94
38.7695,-122.6165,3.3,0.98
37.6096667,-118.9206667,1.53,0.1
36.192,-117.9866667,2.62,0.94
37.602,-118.9185,1.87,1.66
33.0411667,-116.403,9.59,0.95
33.3041667,-116.2343333,11.68,0.75
33.301,-116.2393333,11.16,0.9
36.6666667,-121.2833333,2.92,1.58
35.8885,-117.679,9.75,0.18
37.6045,-118.792,6.35,0.54
35.6045,-117.4083333,5.92,1.38
36.8013333,-121.3923333,8.09,2.16
33.4831667,-116.8026667,5.98,1.47
36.1411667,-117.8903333,2.72,0.87
36.1326667,-117.9,2.42,1.3
35.7976667,-117.6218333,10.94,0.66
36.0711667,-117.8683333,1.59,2.21
36.679,-121.3001667,3.47,1.26
35.6361667,-117.4861667,7.13,0.8
33.5905,-116.8035,5.5,0.14
35.797,-117.6061667,11.13,0.86
33.686,-116.7096667,14.97,1.42
33.5885,-116.8066667,4.72,0.34
33.6893333,-116.7691667,14.93,0.28
39.3797,-120.1752,11.4,1.6
38.3577,-119.2916,9.4,1.3
33.6631667,-116.7323333,15.16,0.74
35.7655,-117.5935,10.56,0.9
35.8728333,-117.7078333,5.53,1.12
34.8263333,-118.9705,13.74,1.17
35.6798333,-117.531,7.34,0.72
38.0495,-118.7253,3.6,1.3
37.5365,-118.8815,1.21,0.32
37.5473333,-118.8435,9.38,0.49
37.6096667,-118.8173333,3.06,0.94
35.6616667,-117.4388333,5.13,0.95
35.6118333,-117.4103333,2.63,0.8
35.8426667,-117.6711667,2.25,0.76
33.9861667,-117.5185,3.1,0.63
35.8795,-117.7038333,8.49,1.08
35.7118333,-117.557,2.46,1
37.6388333,-118.9261667,-2.29,1.07
39.066,-123.3,2.88,0.97
38.836,-122.811,1.78,0.98
33.4023333,-116.4143333,13.15,0.96
33.3171667,-116.4105,4.47,1.59
35.6296667,-117.4841667,8,1.26
37.6316667,-118.8055,7.74,0.11
35.8663333,-117.6843333,0.45,0.5
32.917,-116.2405,12.3,0.92
35.638,-117.464,7.43,0.94
33.6863333,-116.9203333,16.34,0.65
35.8178333,-117.66,2.84,0.79
41.4795,-121.9278333,0.3,1.43
33.5105,-116.4788333,4.59,0.89
37.653,-118.8931667,-2.32,1.16
37.6531667,-118.9,-1.07,0.31
33.6361667,-116.6843333,12.03,0.56
33.5081667,-116.4793333,4.41,1.12
37.643,-118.9401667,2.75,0.08
35.9011667,-117.6765,9.41,0.76
37.6398333,-118.9423333,2.82,0.03
37.6398333,-118.9363333,4.56,0.27
37.6351667,-118.9375,3.97,0.12
36.1115,-117.6721667,2.33,0.72
37.638,-118.9403333,3.83,0.31
37.6396667,-118.9345,4.92,0.83
36.8823333,-121.4093333,4.78,0.91
36.5621667,-121.1558333,7.26,2
35.1456667,-120.6458333,4.98,2.08
34.139,-117.4885,16.14,1.02
34.3195,-116.456,6.86,1.71
35.9245,-117.681,15.31,0.53
38.1985,-122.3108333,9.23,1.28
37.0581667,-117.4426667,3.55,1.14
35.713,-117.5066667,1.34,0.12
39.591,-123.3716667,7.31,1.7
33.4851667,-116.8023333,6.21,0.84
35.8691667,-117.7073333,1.53,0.84
36.187,-117.8535,4.79,2.12
36.1111667,-117.8748333,2.01,-0.08
33.984,-117.5181667,2.71,0.88
37.6026667,-121.8746667,9.32,0.89
33.9836667,-117.5161667,2.62,1.28
35.881,-117.7265,10.04,0.52
38.8131667,-122.8298333,2.8,0.98
35.6013333,-117.3948333,2.35,1.96
36.0306667,-120.99,9.05,1.65
35.807,-117.6283333,6.51,0.57
35.6591667,-117.4283333,10.79,-0.03
33.5831667,-116.6228333,10.97,0.17
33.5976667,-116.8126667,5.72,1.36
35.6221667,-117.475,6.81,1.26
36.382,-117.9348333,0.6,0.98
33.6051667,-116.8076667,5.78,0.69
35.6793333,-117.485,9.98,0.87
33.5893333,-116.8085,5.64,0.69
35.6001667,-117.4083333,6.53,1.05
41.4981667,-121.9438333,0.12,2.12
34.6233333,-116.56,7.77,1.22
37.5321667,-118.8775,2.55,0.73
35.8655,-117.7038333,9.71,0.65
36.4936667,-121.0626667,9.25,1.3
38.822,-122.8453333,2.19,0.88
36.3806667,-117.9373333,1.25,1.56
37.5341667,-118.8728333,3.84,1.29
35.6646667,-117.4948333,4.56,0.29
35.6011667,-117.4721667,4.3,-0.2
35.6953333,-117.534,12.66,-0.13
36.1046667,-117.8843333,4.8,0.84
35.602,-117.4088333,6.88,0.83
35.8541667,-117.6615,7.42,-0.36
36.0626667,-117.8403333,2.47,0.67
38.7541667,-122.7136667,1.96,0.87
35.03,-117.6725,1.19,1.69
33.5918333,-116.8058333,4.86,0.63
35.5915,-117.4768333,8.07,-0.51
35.9491667,-117.3743333,2.8,0.48
36.0843333,-117.8408333,2.44,0.89
35.9103333,-117.686,9.03,0.66
36.4975,-121.0705,7.45,1.39
37.6415,-118.9411667,4.59,1.16
37.6451667,-118.9478333,3.81,0.37
37.6433333,-118.9495,4.03,0.08
35.6018333,-117.385,3.01,1.34
35.9066667,-117.7196667,2.62,1.67
34.9965,-118.1861667,-0.81,1.43
35.9551667,-117.5343333,2.67,0.74
32.748,-115.8451667,4.5,1.51
36.0953333,-117.8641667,4.11,0.65
35.9138333,-117.7205,2.03,1.29
38.1118333,-122.1763333,-0.02,1.14
34.043,-116.9735,11.36,0.84
32.8113333,-117.0505,-0.12,1.04
32.7498333,-116.9163333,0.75,1.23
41.5098333,-121.9613333,3.23,0.53
37.5743333,-118.8416667,7.76,1.47
35.9073333,-117.7156667,5.47,0.84
35.906,-117.7048333,6.99,0.4
35.906,-117.7178333,2.68,1.94
33.4131667,-116.4171667,14.11,1.18
33.3283333,-116.4038333,6.68,1.09
33.2558333,-116.0981667,11.34,0.82
35.9083333,-117.7153333,4.38,1.49
37.3158333,-122.0965,-0.33,0.85
35.6503333,-117.5073333,9.27,1.76
35.8235,-117.644,3.5,1.34
37.6533333,-118.8221667,4.12,0.33
36.3515,-119.7841667,21.21,2.5
35.6778333,-117.5261667,4.6,1.26
36.0975,-117.8486667,2.36,1.19
35.9631667,-117.373,1.86,1.76
33.333,-116.2566667,11.22,1.03
37.6208333,-118.823,4.52,0.31
38.8015,-122.7728333,-0.83,1.16
35.641,-117.551,7.04,-0.36
33.4798333,-116.8188333,4.21,2.04
38.7911667,-122.7581667,1.55,1.23
33.4793333,-116.4993333,13.85,0.46
34.9123333,-119.0193333,11.84,1.14
35.8975,-117.708,0.34,1.49
36.2358333,-120.8121667,6.68,1.69
33.4738333,-116.5113333,11.41,1.9
35.698,-117.5225,6.87,0.66
33.4745,-116.499,14.31,0.91
33.4823333,-116.503,13.58,0.43
33.4741667,-116.4968333,13.02,0.99
35.67,-117.4828333,10.31,0.41
35.678,-117.5395,5.64,0.14
35.0675,-117.4861667,1.81,1.85
35.6663333,-117.5361667,9.64,0.67
35.9098333,-117.6808333,1.77,1.25
33.4936667,-116.7941667,4.43,0.55
35.9408333,-117.6758333,2.33,0.87
36.187,-117.8636667,1.98,1.51
35.3716667,-117.8178333,2.31,1.23
35.8585,-117.6836667,5.87,0.86
33.495,-116.7938333,6.37,0.87
40.26,-121.3401667,4.56,1.44
37.5451667,-118.853,5.42,0.5
37.5386667,-118.8513333,5.48,0.45
37.5296667,-118.8293333,8,1.61
37.6205,-118.8728333,0.14,0.3
37.6213333,-118.8746667,-0.1,0.3
36.1043333,-117.8548333,3.87,1
37.6186667,-118.8743333,-0.23,0.3
37.1325,-118.3153333,14.11,1.89
35.9075,-117.7388333,8.88,0.46
35.6955,-117.5258333,8.67,0.46
35.9093333,-117.7423333,8.37,0.85
37.6521667,-118.8905,-2.31,0.06
33.5325,-116.5305,16.13,0.62
35.5981667,-117.4958333,6.34,0.8
33.5315,-116.5295,14.69,0.89
35.605,-117.4841667,7.47,1.76
36.0348333,-117.7205,2.81,0
35.6066667,-117.483,6.25,0.53
36.0951667,-117.8611667,3.4,0.65
35.6093333,-117.4666667,8.63,0.89
38.8006667,-122.8143333,3.33,1.12
34.5991667,-116.6166667,6.86,1.34
35.6485,-117.4416667,7.68,0.99
36.1176667,-117.88,5.56,1.15
35.6823333,-117.5368333,7.61,1.27
35.6771667,-117.5283333,8.87,1.05
35.4841667,-118.1148333,10.46,0.8
35.896,-117.7216667,7.85,0.3
37.6493333,-118.8971667,-2.35,0.29
37.6008333,-118.9183333,1.94,0.01
37.6021667,-118.9186667,2.02,0.88
35.3563333,-117.8966667,6.15,1.1
37.6018333,-118.9188333,2.06,1.67
35.6855,-117.5381667,4.7,0.94
35.5508333,-117.5768333,7.94,0.87
35.6916667,-117.5195,5.12,0.83
35.6491667,-117.4603333,5.45,0.93
35.754,-117.5775,9.8,0.65
38.1991667,-122.3075,9.34,1.11
35.8938333,-117.7003333,3.68,0.67
33.6036667,-116.8086667,5.61,0.44
35.7516667,-117.5771667,7,1.3
35.9595,-117.3353333,2.29,1.49
35.958,-117.6776667,2.28,2.06
37.6758333,-118.878,3.05,0.32
35.6558333,-117.5015,1.73,1.47
37.668,-118.8773333,1.64,0.17
37.6116667,-118.8335,3.65,-0.3
33.7748333,-116.132,8.76,0.62
33.2985,-116.3561667,7.03,-0.02
36.1115,-117.8553333,3.15,0.96
35.8693333,-117.6715,4.94,-0.26
35.8185,-117.642,2.94,2.4
36.0953333,-117.8583333,1.61,1.25
36.1308333,-117.8833333,6.09,0.93
37.5335,-118.836,3.42,0.47
36.1963333,-117.8481667,5.04,0.89
35.7373333,-117.5833333,5.73,0.94
35.6315,-117.4606667,6.67,1.33
35.9446667,-117.6966667,8.31,0.76
35.8608333,-117.6885,5.53,0.87
35.9248333,-117.7121667,4.12,0.73
37.6556667,-118.8746667,-1.96,-0.23
35.875,-117.6908333,10.95,0.26
36.0865,-117.8986667,6.1,0.96
35.8503333,-117.6723333,3.13,1.36
37.65,-118.8963333,-2.35,1.3
37.6491667,-118.8943333,-2.29,0.98
36.0635,-120.6243333,3.94,0.3
36.0851667,-117.8543333,0.68,1.01
33.4771667,-116.8018333,5.72,0.55
35.8855,-117.6941667,3.27,1.05
36.1053333,-117.8918333,3.85,1.17
33.2196667,-116.7368333,11.38,0.86
38.2526,-119.1382,14.1,1.3
35.8728333,-117.7046667,4.61,0.72
39.7861667,-122.0021667,6.05,2.03
35.9198333,-117.6765,7.54,0.84
38.0348333,-122.2763333,6.49,1.38
36.1135,-120.681,6.36,1.42
35.8556667,-117.6816667,5.12,0.53
35.8453333,-117.6783333,2.43,0.46
37.6211667,-118.8406667,3.07,0.61
35.6021667,-117.4721667,5.77,1
37.6213333,-118.8386667,3.3,0.19
37.6573333,-118.845,5.71,0.64
35.9735,-117.6706667,2.78,0.81
35.6168333,-117.4186667,5.09,1.76
35.8931667,-117.7078333,6.7,0.75
35.8251667,-117.6646667,4.76,1.04
33.8205,-117.4865,2.21,1.27
33.8196667,-117.4896667,1.41,0.84
35.9008333,-117.6875,2.47,1.8
38.8331667,-122.8098333,2.38,1.33
33.5226667,-116.7385,3.88,0.79
35.5908333,-117.3783333,5.67,-0.03
36.0988333,-117.8655,4.23,0.58
38.8006667,-122.8146667,3.22,1.55
33.3263333,-116.41,7.69,1.31
33.2383333,-116.7828333,9.68,0.93
35.9928333,-117.4926667,1.96,1.13
40.2106667,-121.064,7.59,1.76
33.5901667,-116.8033333,4.92,0.6
36.1008333,-117.8971667,6.92,0.96
33.9515,-116.3505,3.91,0.7
35.6003333,-117.4083333,7.74,1.45
35.7208333,-117.4975,1.17,0.89
33.2395,-116.784,7.6,1.13
36.0393333,-120.5985,3.19,0.49
35.7151667,-117.4745,1.32,1.06
35.8545,-117.6865,4.29,0.74
33.2238333,-116.7385,11.3,0.66
35.7193333,-117.5648333,6.91,0.71
35.7996667,-117.6315,10.94,1.1
33.7638333,-116.4766667,12.58,1.08
38.77,-122.717,1.98,2.47
35.7828333,-117.6058333,9.99,2.46
35.866,-117.6985,6.62,1.49
33.2191667,-116.7455,11.1,0.79
37.9225,-122.6986667,3.38,0.92
35.8363333,-120.5513333,9.97,0.69
34.0031667,-116.7963333,19.07,2.07
33.7611667,-116.977,16.46,0.51
35.8286667,-117.6626667,5.84,1.22
38.8246667,-122.9065,4.38,1.97
34.0251667,-116.8608333,19.04,1
40.599,-121.808,8.85,0.73
35.8946667,-117.6793333,3,0.8
35.9298333,-117.6791667,1.66,1.27
35.8506667,-117.6795,1.03,0.78
34.0246667,-117.201,15.05,1.57
35.7933333,-117.628,8.27,0.74
35.798,-117.629,6.33,2.5
35.6803333,-117.533,6.84,0.89
35.7843333,-117.583,1.82,0.85
33.5993333,-116.8101667,5.43,1.1
35.669,-117.4773333,1.87,1.09
34.0448333,-116.325,10.53,1.91
35.8986667,-117.6938333,8.06,0.79
35.9065,-117.6815,10.7,0.64
33.4445,-116.6395,6.11,0.2
35.8568333,-117.6903333,4.09,0.66
35.8841667,-117.73,1.08,1.56
33.464,-116.481,7.4,0.54
33.4635,-116.4791667,6.98,0.64
33.323,-116.3916667,8.58,0.75
35.6341667,-117.5661667,2.4,1.02
35.616,-117.4751667,7.35,0.67
35.6878333,-117.5238333,7.22,0.63
36.056,-117.8825,2.39,1.57
37.6,-118.806,5.61,1
38.8038333,-122.7725,2.38,1.57
35.8713333,-117.699,9.15,0.32
39.156,-123.5981667,6.35,1.83
35.7003333,-117.5315,6.52,0.74
37.9711667,-122.3296667,8.37,0.91
35.6546667,-117.4395,7.15,1.44
35.8673333,-117.676,2.7,0.78
36.0956667,-117.8563333,3.3,1.32
35.6488333,-117.4591667,10.33,1.1
35.661,-117.4875,5.4,1.27
35.666,-117.486,5.24,1.09
37.6023333,-118.92,2.17,0.23
37.6363333,-118.9106667,1.15,0.56
35.7968333,-117.6186667,4.84,0.86
35.6075,-117.4428333,6.37,1.19
35.965,-117.3388333,2.7,0.91
33.7278333,-116.824,16.73,0.86
35.8588333,-117.6766667,8.35,0.61
33.4876667,-116.4645,12.64,0.54
35.731,-117.4711667,1.71,1.35
35.6771667,-117.5233333,7.58,0.72
37.9458333,-118.7823333,-2.25,1.39
33.8705,-116.1976667,8.66,0.86
41.5215,-122.2041667,1.3,0.77
38.0523333,-119.0028333,7.24,1.61
36.1795,-120.234,10.62,1.67
35.7113333,-117.5548333,6.64,1.79
35.7085,-117.5731667,7.36,1.66
36.083,-117.8381667,1.79,1.36
36.974,-121.6185,6.51,1.35
35.726,-117.4768333,4.58,1.84
36.1203333,-117.8658333,1.57,2.3
33.7063333,-116.7195,18.23,0.66
36.0851667,-117.8366667,1.45,1.36
35.9196667,-117.676,1.67,0.88
35.5971667,-117.4235,5.68,0.92
35.6798333,-117.5248333,8.23,1.1
37.5973333,-118.7931667,6.74,1
35.7945,-117.6268333,2.84,1
39.3333333,-123.2415,6.29,1.18
34.9698333,-119.4336667,12.92,2.51
39.7311,-120.3615,6.7,0.3
37.2273333,-122.1343333,9.92,1.62
35.6715,-117.5803333,7.81,0.97
35.67,-117.515,10.45,0.89
35.9505,-117.3181667,2.21,1.25
33.3328333,-116.4023333,6.23,0.81
37.6223333,-118.842,2.33,1.25
35.8253333,-117.658,5.81,0.68
35.8253333,-117.6571667,6.33,2.11
37.6025,-118.7903333,7.41,0.85
35.3196667,-117.9926667,10.53,1.35
33.936,-117.1925,12.95,0.8
37.5958333,-118.7938333,6.54,1.69
35.839,-117.6335,8.86,0.72
36.2061667,-117.8861667,1.97,1.2
37.604,-118.9198333,1.86,1.76
35.8676667,-117.7016667,8.06,1.33
37.6026667,-118.9193333,1.86,0.36
35.8616667,-117.6685,7.89,1.57
37.5851667,-118.926,5.23,0.49
36.1058333,-117.8551667,2.72,2.1
33.4306667,-116.9061667,9.5,1.06
37.6376667,-118.9141667,1.63,0.48
33.6586667,-116.7165,13.01,0.55
33.9831667,-117.5146667,2.75,0.89
35.7991667,-117.6231667,2.75,1.08
37.622,-118.8496667,1.33,-0.03
35.8528333,-117.6701667,9.79,0.83
41.5235,-122.1923333,2.43,0.74
38.8348333,-122.8086667,2.1,0.98
35.9935,-117.351,7.2,0.84
33.9868333,-117.5168333,2.95,0.82
33.4991667,-116.4853333,12.35,0.42
37.3251667,-121.69,8.15,1.37
36.105,-117.8511667,3.77,0.77
35.6518333,-117.4678333,9.72,0.72
35.6686667,-117.4703333,0.74,1.22
37.1842,-117.8973,8,1.2
35.6163333,-117.4516667,4.44,1.37
35.9318333,-117.2583333,3.61,1.36
35.8721667,-117.7058333,6.76,0.73
37.6225,-118.854,1.6,0.17
38.7931671,-122.7748337,4.75,1.18
37.3988,-118.4455,6.3,0.9
33.9223333,-116.3196667,9.7,0.9
35.6421667,-117.4695,6.31,1.89
35.962,-117.6775,3.54,0.76
35.6211667,-117.444,7.79,1.5
33.4615,-116.5605,11.46,1.29
35.683,-117.5446667,6.93,1.42
35.6403333,-117.5925,8.09,0.74
33.1465,-116.5781667,15.71,1.08
36.46,-121.0391667,4.24,1.37
33.5048333,-116.7865,6.7,0.29
33.5315,-116.7255,4,0.65
33.9621667,-117.0265,3.92,0.69
33.966,-117.03,3.81,0.93
33.5856667,-118.2718333,3.06,1.09
37.6208333,-118.8498333,0.82,0.03
33.585,-116.806,5.23,0.36
35.8516667,-117.679,6.2,0.51
35.701,-117.462,1.98,0.81
35.7576667,-117.572,6.17,0.63
35.8686667,-117.6766667,8.82,1.25
36.6389,-117.5177,6.2,0.8
37.9126667,-118.6553333,4.47,1.12
37.406,-118.6041667,3.88,1.22
35.8516667,-117.6613333,14.58,0.36
35.8603333,-117.6913333,5.74,1.2
33.594,-116.806,8.46,0.57
38.7563333,-122.7068333,1.29,1.1
33.59,-116.8051667,5.19,0.19
35.87,-117.6801667,11.89,0.8
38.0563333,-122.3743333,6.94,0.68
35.5981667,-117.3845,2.45,2.23
33.7095,-116.801,16.4,0.74
35.6515,-117.4395,9.41,2.76
35.6001667,-117.48,9.24,1.27
35.8646667,-117.7071667,4.69,2.31
38.7788333,-122.7226667,1.59,1.45
38.7781667,-122.7221667,1.69,1.5
38.7788333,-122.7235,1.58,2.04
37.5333333,-118.776,9.23,1.01
35.8253333,-117.6748333,5.75,0.52
35.5933333,-117.4306667,5.27,1.23
35.588,-117.3995,5.04,1.27
37.657,-118.864,-0.36,0.54
35.8918333,-117.684,2.02,0.78
37.6561667,-118.8625,-0.05,0.4
35.842,-117.584,7.48,0.35
35.8471667,-117.6813333,3.06,1.72
35.853,-117.6781667,3.23,0.74
35.934,-117.6641667,1.26,0.91
35.8011667,-117.6231667,4.74,1.06
33.2215,-116.7361667,10.77,0.58
37.6726667,-118.8305,3.19,1.11
37.6708333,-118.8336667,2.36,0.55
33.2551667,-116.284,8.17,1.05
35.6636667,-117.5433333,6.78,0.87
